,Column1,Date,Case Number,ItemInCase,Language,Country,Repairability Index,Size,Model name,Year,General condition,Wash,Repair Threshold,Customer Offer,Age,Fabric_Down Loft,Fabric_K Fleece,Fabric_WBW 2L Membrane,Fabric_WBW 3L Membrane,Fabric failure - Membrane delamination_No,Fabric failure - Membrane delamination_Yes,Fabric failure - Leak through_No,Fabric failure - Leak through_Yes,Fabric failure - Wetting out_No,Fabric failure - Wetting out_Yes,Fabric failure - Down leakage_No,Fabric failure - Down leakage_Yes,Fabric failure - Fading_No,Fabric failure - Fading_Yes,Fabric failure - Pilling_No,Fabric failure - Pilling_Yes,Fabric torn - Rips - Patchable_No,Fabric torn - Rips - Patchable_Yes,Fabric torn - Rips - Not patchable - 1 panel_No,Fabric torn - Rips - Not patchable - 1 panel_Yes,Fabric torn - Rips - Not patchable - X panels_No,Fabric torn - Rips - Not patchable - X panels_Yes,Fabric torn - Abrasion - Light_No,Fabric torn - Abrasion - Light_Yes,Fabric torn - Abrasion - Heavy - 1 panel_No,Fabric torn - Abrasion - Heavy - 1 panel_Yes,Fabric torn - Abrasion - Heavy - X panels_No,Fabric torn - Abrasion - Heavy - X panels_Yes,Fabric torn - Burn - Patchable - _No,Fabric torn - Burn - Not patchable - 1 panel_No,Fabric torn - Burn - Not patchable - 1 panel_Yes,Fabric torn - Burn - Not patchable - X panels_No,Fabric torn - Burn - Not patchable - X panels_Yes,Fabric torn - Stain_No,Fabric torn - Stain_Yes,Fabric torn - Membrane contamination - Light_No,Fabric torn - Membrane contamination - Light_Yes,Fabric torn - Membrane contamination - Heavy_No,Fabric torn - Membrane contamination - Heavy_Yes,Zipper failure - Zipper structureMain_No,Zipper failure - Zipper structureMain_Yes,Zipper failure - Zipper structureAll except main_No,Zipper failure - Zipper structureAll except main_Yes,Zipper failure - Zipper slider_No,Zipper failure - Zipper slider_Yes,Delamination - Press_No,Delamination - Press_Yes,Delamination - 70D Nylon_No,Delamination - 70D Nylon_Yes,Delamination - Seam tape_No,Delamination - Seam tape_Yes,Seam failure - Seam sewn non-WBW Membrane_No,Seam failure - Seam sewn non-WBW Membrane_Yes,Delamination - Seam sewn WBW Membrane_No,Delamination - Seam sewn WBW Membrane_Yes,Delamination - Seam laminated_No,Other - Buckle_No,Other - Buckle_Yes,Known_issue_No,Known_issue_Yes,Repair solution_No,Repair solution_Yes,Repair Threshold Status_above,Repair Threshold Status_below,Repair Threshold Status_equal,Product_type_shell
127,20,10/28/19,1096158,1,ENG,Australia,10,M,Kara jacket men,2014,2_Good,No,6,Repair,5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
128,76,11/4/19,1096201,1,EN,Australia,10,S,Atlantis sl jacket women,2007,1_Used,No,9,30% Discount,12,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
129,114,11/8/19,1096305,1,EN,Australia,10,S,Red jacket women,2009,1_Used,No,9,30% Discount,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
130,19,10/28/19,1096341,1,ENG,Australia,10,L,Boreal ar jacket men,2012,2_Good,No,1008,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
131,104,11/7/19,1096479,1,EN,Australia,10,S,Ionian ar jacket women,2006,2_Good,No,11,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
132,90,11/6/19,1096774,1,EN,Australia,10,M,Boreal ar jacket men,2011,2_Good,No,1008,Replacement,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
133,275,12/4/19,1096777,1,EN,Australia,10,S,Boreal ar jacket men,2017,2_Good,No,1000,Replacement,2,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
134,47,10/31/19,1096783,1,EN,Australia,10,L,Atlantis lt jacket men,2008,3_Excellent,No,8,Repair,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
135,89,11/6/19,1096802,1,EN,Australia,10,M,Boreal ar jacket women,2014,2_Good,No,6,Repair,5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
136,118,11/12/19,1096809,1,EN,Australia,10,L,Boreal lt hybrid jacket men,2014,2_Good,No,6,Replacement,5,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
137,33,10/29/19,1096897,1,EN,Australia,10,XL,Boreal sl jacket women,2010,1_Used,No,8,30% Discount,9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
138,230,11/27/19,1097022,1,EN,Australia,10,XS,Atlantis sv jacket women,2010,2_Good,No,8,Repair,9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
139,85,11/5/19,1097058,1,EN,Australia,10,M,Labrador ar jacket men,2008,1_Used,No,1011,30% Discount,11,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
140,84,11/5/19,1097064,1,EN,Australia,10,M,Boreal ar jacket women,2016,2_Good,No,1001,Replacement,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
141,72,11/4/19,1097103,1,EN,Australia,10,M,Boreal ar jacket women,2012,1_Used,No,1011,30% Discount,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
142,54,10/31/19,1097116,1,EN,Australia,10,S,Labrador ar jacket men,2007,1_Used,No,11,30% Discount,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
143,95,11/6/19,1097214,1,EN,Australia,10,M,Boreal ar jacket women,2010,2_Good,No,1008,30% Discount,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
144,63,11/1/19,1097516,1,EN,Australia,10,S,Boreal sl jacket women,2013,1_Used,No,3,Replacement,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
145,423,1/2/20,1097552,1,EN,Australia,10,XS,Ionian ar jacket women,2012,2_Good,No,8,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
146,59,11/1/19,1097612,1,EN,Australia,10,M,Tasman lt men,2018,2_Good,No,9,50% Discount,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
147,68,11/4/19,1097744,1,EN,Australia,10,M,Atlantis sl hybrid jacket men,2012,2_Good,No,3,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
148,74,11/4/19,1097749,1,EN,Australia,10,L,Red jacket men,2012,2_Good,No,8,Repair,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
149,96,11/6/19,1097755,1,EN,Australia,10,S,Levantine lt women,2008,2_Good,No,5,Repair,11,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
150,48,10/31/19,1097777,1,EN,Australia,10,XXL,Boreal ar jacket men,2014,2_Good,No,1000,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
151,99,11/7/19,1097803,1,EN,Australia,10,M,Boreal sl jacket women,2010,2_Good,No,5,Replacement,9,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
152,121,11/12/19,1097822,1,EN,Australia,10,XL,Timore men,2018,2_Good,No,3,50% Discount,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
153,529,1/20/20,1097860,1,EN,Australia,2,L,Boreal sl jacket men,2012,2_Good,No,1005,Replacement,8,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
154,44,10/30/19,1098570,1,EN,Australia,10,L,Red jacket men,2011,2_Good,No,8,Repair,8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
155,73,11/4/19,1098640,1,EN,Australia,10,L,Red jacket women,2009,1_Used,No,15,30% Discount,10,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
156,81,11/5/19,1098903,1,EN,Australia,10,M,Atlantis sl jacket women,2011,1_Used,No,8,30% Discount,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
157,58,11/1/19,1099022,1,EN,Australia,10,M,Atlantis sv jacket women,2011,1_Used,No,1008,30% Discount,8,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
158,57,11/1/19,1099025,1,EN,Australia,10,M,Ionian sl hybrid jacket men,2011,2_Good,No,9,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
159,172,11/20/19,1099045,1,EN,Australia,10,M,Atlantis lt jacket women,2007,2_Good,No,1008,Repair,12,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
160,62,11/1/19,1099147,1,EN,Australia,10,S,Mediterranean lt women,2014,1_Used,No,1,Repair,5,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
161,97,11/6/19,1099170,1,EN,Australia,10,S,Bering sl jacket,2012,2_Good,No,1006,Repair,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
162,66,11/1/19,1099604,1,EN,Australia,10,M,Levantine mx jacket men,2002,2_Good,No,9,30% Discount,17,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
163,435,1/3/20,1099629,1,EN,Australia,10,M,Adreatic jacket women,2008,2_Good,No,11,Repair,12,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
164,173,11/20/19,1099655,1,EN,Australia,10,S,Hercules men,2007,3_Excellent,No,1003,30% Discount,12,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
165,155,11/18/19,1099840,1,EN,Australia,10,M,Tasman sl men,2017,2_Good,No,3,Repair,2,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
166,98,11/7/19,1099863,1,EN,Australia,10,XL,Ionian ar jacket men,2015,2_Good,No,1000,Replacement,4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
167,100,11/7/19,1099981,1,EN,Australia,10,XL,Boreal sl jacket men,2008,2_Good,No,6,Replacement,11,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
168,78,11/5/19,1100060,1,EN,Australia,10,M,Atlantis sv jacket women,2014,2_Good,No,1003,Replacement,5,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
169,377,12/18/19,1100268,1,EN,Australia,10,S,Boreal ar jacket women,2007,3_Excellent,No,1011,Repair,12,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
170,120,11/12/19,1100625,1,EN,Australia,10,L,Levantine lt jacket men,2016,2_Good,No,6,50% Discount,3,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1
171,426,1/2/20,1100634,1,EN,Australia,10,XL,Tasman lt men,2014,2_Good,No,6,50% Discount,6,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
172,86,11/5/19,1100654,1,EN,Australia,10,L,Boreal ar jacket men,2008,1_Used,No,14,30% Discount,11,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
173,117,11/8/19,1100767,1,EN,Australia,10,L,Boreal sl jacket men,2015,0_Trashed,No,1008,Replacement,4,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
174,190,11/21/19,1100876,1,EN,Australia,10,M,Atlantis sl hybrid jacket women,2012,2_Good,No,5,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
175,115,11/8/19,1101097,1,EN,Australia,10,XL,Levantine ar jacket men,2011,2_Good,No,3,Repair,8,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
176,249,11/29/19,1101113,1,EN,Australia,10,M,Ionian ar jacket men,2007,2_Good,No,1011,30% Discount,12,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
177,187,11/21/19,1101144,1,EN,Australia,10,M,Laccadive women,2017,2_Good,No,3,Repair,2,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
178,152,11/15/19,1101199,1,EN,Australia,10,L,Mediterranean lt women,2010,1_Used,Yes,1,Repair,9,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
179,184,11/21/19,1101300,1,EN,Australia,10,LK,Boreal sl jacket men,2011,2_Good,No,5,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
180,112,11/8/19,1101312,1,EN,Australia,10,XXL,Adreatic jacket men,2006,3_Excellent,No,13,Repair,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
181,106,11/7/19,1101315,1,EN,Australia,10,M,Boreal sl jacket men,2015,2_Good,No,1003,Replacement,4,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
182,157,11/18/19,1101418,1,EN,Australia,10,S,Atlantis sv jacket women,2012,2_Good,No,6,Repair,7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
183,225,11/27/19,1101455,1,EN,Australia,10,XS,Boreal sl jacket women,2011,2_Good,No,3,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
184,186,11/21/19,1101976,1,EN,Australia,10,M,Boreal ar jacket women,2010,1_Used,No,1008,30% Discount,9,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
185,110,11/8/19,1102363,1,EN,Australia,10,L,Barasc jacket men,2009,2_Good,No,1011,30% Discount,10,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
186,109,11/8/19,1102370,1,EN,Australia,10,L,Atlantis fl jacket men,2012,2_Good,No,1000,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
187,181,11/20/19,1102738,1,EN,Australia,10,M,Boreal sl jacket women,2012,2_Good,No,3,Replacement,7,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
188,130,11/13/19,1102915,1,EN,Australia,10,S,Atlantis sl jacket men,2009,2_Good,No,3,Replacement,10,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
189,116,11/8/19,1102979,1,EN,Australia,10,XL,Atlantis sl jacket women,2009,2_Good,No,5,Replacement,10,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
190,119,11/12/19,1102983,1,EN,Australia,10,L,Boreal sl jacket women,2011,2_Good,No,5,Replacement,8,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
191,123,11/12/19,1102986,1,EN,Australia,10,L,Boreal ar jacket men,2010,2_Good,No,8,Repair,9,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1
192,151,11/15/19,1102989,1,EN,Australia,10,M,Atlantis sv jacket women,2012,2_Good,No,1002,Replacement,7,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
193,147,11/15/19,1103017,1,EN,Australia,10,S,Labrador ar jacket women,2006,2_Good,No,11,30% Discount,13,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1
