Column1;Date;Case Number;ItemInCase;Language;Country;Repairability Index;Size;Model name;Year;General condition;Wash;Fabric;Fabric failure - Membrane delamination;Fabric failure - Leak through;Fabric failure - Wetting out;Fabric failure - Down leakage;Fabric failure - Fading;Fabric failure - Pilling;Fabric torn - Rips - Patchable;Fabric torn - Rips - Not patchable - 1 panel;Fabric torn - Rips - Not patchable - X panels;Fabric torn - Abrasion - Light;Fabric torn - Abrasion - Heavy - 1 panel;Fabric torn - Abrasion - Heavy - X panels;Fabric torn - Burn - Patchable - ;Fabric torn - Burn - Not patchable - 1 panel;Fabric torn - Burn - Not patchable - X panels;Fabric torn - Stain;Fabric torn - Membrane contamination - Light;Fabric torn - Membrane contamination - Heavy;Zipper failure - Zipper structureMain;Zipper failure - Zipper structureAll except main;Zipper failure - Zipper slider;Delamination - Press;Delamination - 70D Nylon;Delamination - Seam tape;Seam failure - Seam sewn non-WBW Membrane;Delamination - Seam sewn WBW Membrane;Delamination - Seam laminated;Other - Buckle;Known_issue;Repair solution;Repair Threshold;Customer Offer;Product_type;reasonofissue;Age;Repair Threshold Status;typeoffailure;misusetype
350;12/16/19;716925;1;EN;Australia;10;L;Ionian ar jacket men;2007;2_Good;No;WBW 3L Membrane;;;;;;;;;;boh cuffs, ;;;;;;;;;main zipper, ;;;lining both cuffs, all zippers, hood facing, lam pocket, pocket bags, ;donuts inside pocket ;both cuffs, pocket bags donuts, hood cord tunnel, arm pit donuts, neck, ;;;;;No;Yes;11;30% Discount;shell;manufacturing_issueANDmisuse;12;above;construction_failure;damaged
337;12/13/19;716955;1;EN;Australia;10;S;Tasman lt women;2015;2_Good;Yes;Down Loft;;;;lower back, ;;;;left side, ;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;1006;50% Discount;shell;manufacturing_issueANDmisuse;4;above;fabric_failureANDconstruction_failure;damaged
364;12/17/19;716969;1;EN;Australia;10;XS;Solomon jacket women;2018;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;1;below;construction_failure;notmisused
336;12/13/19;717117;1;EN;Australia;10;M;Boreal ar jacket men;2009;2_Good;No;WBW 3L Membrane;hood, arm pit, ;;;;;;;;;;;;;;;;;;main zipper, ;;;lining both cuffs, all zippers, hod facing, am pocket...;all, ;both cuffs, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;10;above;fabric_failureANDconstruction_failure;notmisused
482;1/9/20;717390;1;EN;New Zealand;10;L;Labrador sv jacket men;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;side and front panels, ;;;;;;;;;;main zipper, ;;;cuffs lining, hood facing, chest and arm pocket zippers, lam pocket, ;all, ;both cuffs, pocket bag donuts, ;;;;arm pocket window, ;No;Yes;17;30% Discount;shell;manufacturing_issueANDmisuse;14;above;construction_failure;damaged
343;12/13/19;717812;1;EN;Australia;10;S;Boreal sl jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;pocket zipper, ;all, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;4;below;construction_failure;notmisused
327;12/12/19;717901;1;EN;Australia;10;XL;Ionian ar jacket men;2010;2_Good;No;WBW 3L Membrane;right arm pit, ;;;;;;;;;;;;;;;;;neck, ;;;;hood facing, lam pocket, pocket bags, all zippers;all, ;both cuffs, pocket bag donuts, neck, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;contaminated
338;12/13/19;718070;1;EN;Australia;10;S;Apka women;2014;2_Good;No;WBW 3L Membrane;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;;No;Yes;0;Repair;shell;misuse;5;below;nofailure;damaged
307;12/10/19;718084;1;EN;Australia;10;L;Tasman lt men;2018;2_Good;No;Down Loft;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;Yes;Yes;3;Replacement;shell;misuse;1;below;nofailure;damaged
324;12/11/19;718089;1;EN;Australia;10;XL;Tasman lt women;2017;2_Good;No;Down Loft;;;;upper back, lower back, ;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1001;Replacement;shell;manufacturing_issue;2;above;fabric_failureANDconstruction_failure;notmisused
311;12/10/19;718093;1;EN;Australia;10;M;Tasman lt men;2015;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
329;12/12/19;718103;1;EN;Australia;10;L;Kara jacket men;2014;2_Good;No;WBW 3L Membrane;lower right front panel, arm pits,;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;5;above;fabric_failureANDconstruction_failure;notmisused
376;1/22/20;718354;1;EN;Australia;2;XL;Atlantis ar jacket men;2015;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper,;front pocket zippers, ;;;;;;;No;Yes;4;Repair;shell;manufacturing_issue;5;above;construction_failure;notmisused
321;12/11/19;718489;1;EN;Australia;10;M;Boreal lt hybrid jacket women;2015;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;right pocket zipper,;;hood facing, ;;both cuffs, neck, ;;;;;No;Yes;7;Replacement;shell;manufacturing_issue;4;below;construction_failure;notmisused
352;12/16/19;718650;1;EN;Australia;10;L;Ionian ar jacket men;2010;1_Used;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;;;neck, ;main zipper, ;;;all zippers, hood facing, pocket bags, lam pocket, ;both cuffs, donuts inside pocket bags, ;both cuffs, arm pit donuts, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;contaminated
308;12/10/19;718720;1;EN;Australia;10;M;Ionian ar jacket men;2008;1_Used;No;WBW 3L Membrane;lower right front panel, lower left front panel, ;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;1003;30% Discount;shell;manufacturing_issue;11;above;fabric_failureANDconstruction_failure;notmisused
393;12/20/19;719092;1;EN;Australia;10;XL;Boreal ar jacket men;2016;1_Used;No;WBW 3L Membrane;shoulders, arm pits, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
567;1/24/20;719133;1;EN;Australia;2;L;Atlantis lt jacket women;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;lam pocket, pocket bag, ;all, ;main zipper, both cuffs, pocket bag donuts, ;;;;;No;No;8;Replacement;shell;manufacturing_issue;9;above;construction_failure;notmisused
394;12/20/19;719159;1;EN;Australia;10;S;Boreal ar jacket men;2010;2_Good;No;WBW 3L Membrane;arm pits, ;neck, ;;;;;;;;;;;;;;;;neck, ;;;;all zippers, hood facing, lam pocket, pocket bags, ;all, ;neck, ;;;;;No;Yes;2008;Replacement;shell;manufacturing_issueANDmisuse;9;above;fabric_failureANDconstruction_failure;contaminated
395;12/20/19;719163;1;EN;Australia;10;XS;Boreal ar jacket women;2015;2_Good;No;WBW 3L Membrane;shoulders, inside left pocket, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
396;12/20/19;720016;1;EN;Australia;10;XL;Tasman sl jacket men;2016;2_Good;No;Down Loft;;;;seam back, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
366;12/17/19;720126;1;EN;Australia;10;M;stinger jacket men;2007;1_Used;No;WBW 3L Membrane;arm pits, ;;;;;;;;;;;;;;;all over, ;;neck, ;;;;all zippers, hood faicng, lam pocket, ;all, ;neck, both cuffs, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issueANDmisuse;12;above;fabric_failureANDconstruction_failure;contaminated
458;1/7/20;720184;1;EN;Australia;10;L;Ionian lt jacket men;2001;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;left arm pit zipper, ;;all zippers, cuffs lining, hood facing, hood cord tunnel, ;all, ;neck, pocket bag donuts, ;;;;;No;Yes;10;30% Discount;shell;manufacturing_issue;19;equal;construction_failure;notmisused
392;12/20/19;720368;1;EN;Australia;10;L;Boreal ar jacket men;2013;2_Good;No;WBW 3L Membrane;arm pits, front panels, both cuffs, ;;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;1001;Replacement;shell;manufacturing_issue;6;above;fabric_failureANDconstruction_failure;notmisused
372;12/18/19;720392;1;EN;Australia;10;L;Atlantis sl jacket men;2006;3_Excellent;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;al, ;neck, ;;;;;No;Yes;5;Replacement;shell;manufacturing_issue;13;below;construction_failure;notmisused
357;12/16/19;720421;1;EN;Australia;10;L;Boreal sv jacket men;2012;2_Good;No;WBW 3L Membrane;hood, ;;;;;;;;;;;;;;;;;;;;;hood facing, all zippers, ;all, including donuts inside pocket bags, ;hood cord tunnel, ;;;;;No;Yes;1008;Replacement;shell;manufacturing_issue;7;above;fabric_failureANDconstruction_failure;notmisused
354;12/16/19;720427;1;EN;Australia;10;M;Boreal ar jacket women;2011;2_Good;No;WBW 3L Membrane;both cuffs, shoulders, arm pits, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;8;above;fabric_failure;notmisused
360;12/17/19;720436;1;EN;Australia;10;M;Ionian ar jacket men;2011;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;neck, ;;;;hood facing, ;all including donuts inside hand pockets , self repaired waist and hem;neck, pocket bag donuts, arm pit donuts, both cuffs, ;;;;;No;Yes;8;Repair;shell;manufacturing_issueANDmisuse;8;below;construction_failure;contaminated
318;12/11/19;720448;1;EN;Australia;10;L;Mediterranean lt men;2015;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;both cuffs, ;;;;No;Yes;3;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
322;12/11/19;720463;1;EN;Australia;10;M;Mediterranean lt women;2016;2_Good;No;K Fleece;;;;;;forearms, arm pits, ;;forearms, arm pits, ;;;;;;;;;;;;;;;;;both cuffs, ;;;;No;Yes;3;50% Discount;shell;manufacturing_issueANDmisuse;3;below;fabric_failureANDconstruction_failure;damaged
400;12/27/19;720528;1;EN;Australia;10;L;Atlantis sl jacket men;2011;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;arm pit zips, ;;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;8;below;construction_failure;notmisused
362;12/17/19;720786;1;EN;Australia;10;XL;Tasman lt men;2017;2_Good;No;Down Loft;;;;;;;;;front right panel, ;;;;;neck, ;;;;;main zipper,;;;;;;;;;;No;Yes;12;50% Discount;shell;manufacturing_issueANDmisuse;2;above;construction_failure;damaged
424;1/2/20;720830;1;EN;Australia;10;S;Tasman lt women;2016;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
386;12/19/19;720932;1;EN;Australia;10;S;Ionan jacket men;2016;2_Good;Yes;WBW 3L Membrane;;;;;;;;back middle, ;;both cuffs, ;;;;;;;;;;;main zipper, ;all zippers, ;;;;;;;No;Yes;7;Repair;shell;manufacturing_issueANDmisuse;3;below;construction_failure;damaged
370;12/18/19;720968;1;EN;Australia;10;M;Boreal lt jacket women;2016;2_Good;No;WBW 3L Membrane;;hood, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
436;1/3/20;721072;1;EN;Australia;10;XL;Tasman lt jacket men;2014;2_Good;Yes;Down Loft;;;;;;;;;right sleeve, lower left front panel, ;;;;;;;;;;main zipper, ;;;;;;;;;;No;Yes;9;50% Discount;shell;manufacturing_issueANDmisuse;6;below;construction_failure;damaged
414;12/30/19;721139;1;EN;Australia;10;S;Boreal ar jacket women;2013;2_Good;No;WBW 3L Membrane;neck, ;;;;;;;;front panel right, right arm, ;;;;;;;;;neck, ;;;;;;;;;;;No;Yes;1006;50% Discount;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;damagedandcontaminated
380;12/19/19;721224;1;EN;Australia;10;M;Bering sv jacket men;2013;2_Good;Yes;WBW 3L Membrane;light at hood, cuffs, ;;;;;;;;;both cuffs, ;;;;;;;;;main zipper, ;;;chest pocket zippers, ;;;;both hand pockets flaps, ;;;No;Yes;1008;Repair;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;damaged
374;12/18/19;721228;1;EN;Australia;10;XL;Biscay lt women;2019;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;;;loose zipper,;;;;;;;;No;Yes;1;Repair;shell;manufacturing_issue;0;below;construction_failure;notmisused
718;1/10/20;721703;1;EN;New Zealand;10;S;Boreal sl jacket women;2011;2_Good;No;WBW 2L Membrane;in hood facing, cuffs, ;;in pockets;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;1000;Replacement;shell;manufacturing_issue;9;above;fabric_failure;notmisused
384;12/19/19;721860;1;EN;Australia;10;M;Ionian ar jacket women;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, lam pocket, pocket bags, ;all, including donuts inside pockets,;neck, arm pit donuts, both cuffs, ;;;;;No;Yes;8;Repair;shell;manufacturing_issue;7;below;construction_failure;notmisused
361;12/17/19;722043;1;EN;Australia;10;M;Ionian ar jacket women;2009;3_Excellent;No;WBW 3L Membrane;arm pits, neck, shoulders, ;;;;;;;;;;;;;;;;;neck, ;;;;all zippers, ;all, self repaired at hem, ,;nekc, pocket bag donuts, a;;;;;No;Yes;1008;Replacement;shell;manufacturing_issueANDmisuse;10;above;fabric_failureANDconstruction_failure;contaminated
326;12/12/19;722745;1;EN;Australia;10;L;Tasman lt men;2014;2_Good;No;Down Loft;;;;;;;;left arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;5;below;nofailure;damaged
429;1/2/20;723335;1;EN;Australia;10;L;Mediterranean ar men;2019;2_Good;No;K Fleece;;;;;;;;left arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
439;1/3/20;723385;1;EN;Australia;10;L;Mediterranean lt men;2010;2_Good;No;K Fleece;;;;;;;;;both arms, front panel, ;;;;;;;;;;;;main zipper, ;;;;;;;;No;Yes;7;50% Discount;shell;manufacturing_issueANDmisuse;10;below;construction_failure;damaged
371;12/18/19;723476;1;EN;Australia;10;XXL;Mediterranean lt men;2018;2_Good;No;K Fleece;;;;;;;;;;front panel left, ;;;;front panel left, ;;;;;main zipper, ;;;;;;;;;;No;Yes;6;50% Discount;shell;manufacturing_issueANDmisuse;1;below;construction_failure;damaged
746;1/20/20;723708;1;EN;New Zealand;2;XL;Atlantis sl jacket men;2009;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hem drawcord, ;;;;;;No;Yes;3;Replacement;shell;manufacturing_issue;11;above;construction_failure;notmisused
373;12/18/19;724538;1;EN;Australia;10;M;Atlantis sl jacket men;2016;2_Good;No;WBW 2L Membrane;;loer back, hood, ;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
365;12/17/19;724541;1;EN;Australia;10;S;Boreal sl hybrid jacket women;2017;2_Good;No;WBW 2L Membrane;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;2;below;nofailure;damaged
408;12/27/19;724543;1;EN;Australia;10;S;Ionian ar jacket women;2011;2_Good;No;WBW 3L Membrane;neck and shoulders, ;;;;;;;;;;;;;;;;;neck, ;;;;;all, including inside pocket donuts,;neck, ;;;;;No;Yes;1005;Replacement;shell;manufacturing_issueANDmisuse;8;above;fabric_failureANDconstruction_failure;contaminated
356;12/16/19;724569;1;EN;Australia;10;XS;Mediterranean ar women;2017;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;both cuffs, ;;;;No;Yes;3;Repair;shell;manufacturing_issue;2;below;construction_failure;notmisused
404;12/27/19;724572;1;EN;Australia;10;L;Boreal ar jacket men;2013;2_Good;No;WBW 3L Membrane;front panel, pocket bags, arm pit, cuffs, ;;;;;;;;;;;;;;;;;neck, ;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;contaminated
359;12/17/19;724575;1;EN;Australia;10;XL;Bering sv jacket men;2014;2_Good;No;WBW 3L Membrane;;;;;;;;;middle back, left hand cuff, ;;both cuffs, ;;;hood, ;;right arm, ;;;main zipper;;;all zippers, ;;;;;;;No;Yes;18;30% Discount;shell;manufacturing_issueANDmisuse;5;above;construction_failure;damagedandcontaminated
391;12/20/19;724576;1;EN;Australia;10;L;Boreal ar jacket men;2017;2_Good;No;WBW 3L Membrane;shoulders, arm pit, ;;;;;;;;;;;;;font right panel, ;;;;;;;;;;;;;;;No;No;1003;50% Discount;shell;manufacturing_issueANDmisuse;2;above;fabric_failure;damaged
470;1/8/20;725568;1;EN;New Zealand;10;XL;Ionian ar jacket men;2000;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;;all zippers, hood facing, pocket bags, linings at cuffs;all, ;cuffs, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issue;20;below;construction_failure;notmisused
451;1/6/20;725690;1;EN;Australia;10;L;Boreal ar jacket men;2016;2_Good;No;WBW 3L Membrane;shoulders, neck, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;4;above;fabric_failure;notmisused
407;12/27/19;725700;1;EN;Australia;10;XL;Boreal ar jacket men;2015;2_Good;No;WBW 3L Membrane;front panels and back;;;;;;;;;;;;;;;;;front panels and back;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issueANDmisuse;4;above;fabric_failure;contaminated
732;1/14/20;725862;1;EN;Australia;10;M;Bering sv jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper slider damaged;;;;;;;;Yes;Yes;1;Repair;shell;manufacturing_issue;8;below;construction_failure;notmisused
474;1/8/20;725878;1;EN;New Zealand;10;M;Boreal ar jacket men;2007;2_Good;No;WBW 3L Membrane;cuffs, ;;;;;;;;;;;;;;;;;;;;;hood facing, lam pocket, neck pad, all zippers, ;all, ;neck, both cuffs, ;;;;;No;Yes;1008;30% Discount;shell;manufacturing_issue;13;above;fabric_failureANDconstruction_failure;notmisused
406;12/27/19;726354;1;EN;Australia;10;L;Ionian ar jacket men;2017;2_Good;No;WBW 3L Membrane;neck, arm pit;;;;;;;let hand pocket bag, ;;;;;;;;;;arm pit, neck, ;;;main zipper, ;hood facing, all zippers, ;;left pocket bags donuts, ;;;;;No;Yes;1009;Replacement;shell;manufacturing_issueANDmisuse;2;above;fabric_failureANDconstruction_failure;damagedandcontaminated
481;1/9/20;726365;1;EN;Australia;10;XL;Ionian ar jacket men;2008;1_Used;No;WBW 3L Membrane;;;;;;;;;;front panel lower, ;right arm, ;;;;;;;;;;;all zippers, hood facing, cuffs lining, ;;neck, both cuffs, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issueANDmisuse;12;below;construction_failure;damaged
422;1/2/20;726589;1;EN;Australia;10;M;Tasman lt women;2018;2_Good;No;Down Loft;;;;back, seams, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;2;above;fabric_failure;notmisused
437;1/3/20;727045;1;EN;Australia;10;S;Lazarev jacket women;2014;2_Good;Yes;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;;main zipper, ;all pockets, ;;;;;;;No;Yes;4;Repair;shell;manufacturing_issue;6;below;construction_failure;notmisused
434;1/3/20;727408;1;EN;Australia;10;S;Molucca lt jacket women;2016;2_Good;No;WBW 3L Membrane;shoulders, neck, ;shoulders, neck, ;;;;;;;;;;;;;;;;shoulders, neck, ;;;;;;;;;;;No;Yes;2000;Replacement;shell;manufacturing_issueANDmisuse;4;above;fabric_failure;contaminated
721;1/13/20;727525;1;EN;New Zealand;10;XL;Ionian ar jacket men;2011;2_Good;No;WBW 3L Membrane;;hood, ;;;;;;;;;;;;;;;;;;;;;right cuff, left cuff, hang tag, powder skirt, hem drawcord, ;left pocket bag donuts, right pocket bag donuts, ;;;;;No;No;1005;Replacement;shell;manufacturing_issue;9;above;fabric_failureANDconstruction_failure;notmisused
477;1/9/20;727871;1;EN;Australia;10;L;Boreal ar jacket men;2013;1_Used;No;WBW 3L Membrane;cuffs, neck, ;;;;;;;right arm, ;;;;;;;;;;;;;main zipper, ;all zippers, ;;;;;;;No;Yes;1007;Replacement;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;damaged
469;1/8/20;728007;1;EN;New Zealand;10;M;Atlantis lt jacket men;2006;1_Used;No;WBW 3L Membrane;;;;;;;;;;;;;;;;all over, ;;;;;;cuffs lining, all zippers, hood facing, lam pocket, pocket bags, ;all, ;neck, arm pit donuts, pocket bag donuts, ;;;;;No;Yes;8;30% Discount;shell;manufacturing_issueANDmisuse;14;below;construction_failure;contaminated
410;12/30/19;728089;1;EN;Australia;10;S;Atlantis fl jacket men;2018;2_Good;No;WBW 3L Membrane;;;;;;;;right arm, ;;;;;;;;;;;;;;;;;;;;;No;Yes;3;Repair;shell;misuse;1;below;nofailure;damaged
419;12/31/19;728194;1;EN;Australia;10;M;Lysu women;2007;2_Good;No;K Fleece;;;;;;;;;;;;;;;;;;;main zipper,;;;all zippers, ;replace 70D at hem drawcord,;;;;;;No;Yes;9;Repair;shell;manufacturing_issue;12;below;construction_failure;notmisused
421;12/31/19;729099;1;EN;Australia;10;M;Tasman lt women;2015;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;0;Repair;shell;;4;below;nofailure;notmisused
430;1/2/20;729132;1;EN;Australia;10;M;Tasman lt women;2017;2_Good;No;Down Loft;;;;through seams at the back, ;;;;;;;;;;;;;;;;;;;;;;;;;No;Yes;1000;Replacement;shell;manufacturing_issue;3;above;fabric_failure;notmisused
390;12/20/19;729154;1;EN;Australia;10;M;Tasman lt women;2018;2_Good;No;Down Loft;;;;;;;;front right panel;;;;;;;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
433;1/3/20;729186;1;EN;Australia;10;S;Ionian ar jacket men;2014;1_Used;No;WBW 3L Membrane;neck, shoulders, ;;;;;;;;;;;;;;;;;neck, ;;;main zipper, ;all zippers, hood facing, ;al, ;;;;;;No;Yes;1007;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;contaminated
431;1/2/20;729221;1;EN;Australia;10;L;Bering sv jacket men;2013;2_Good;No;WBW 3L Membrane;slight front right panel, ;;;;;;;;;both cuffs, ;;;;;;;;;;;main zipper, ;chest pockets both sides, ;;;;;;;No;Yes;1004;Repair;shell;manufacturing_issueANDmisuse;7;above;fabric_failureANDconstruction_failure;damaged
417;1/2/20;729410;1;EN;Australia;10;S;Molucca lt jacket men;2016;2_Good;No;WBW 3L Membrane;;;;;;;lower back inside 2 small rips/baker came off;;;;;;;;;;neck, ;;;;main zipper, ;hood facing, ;;neck, around hem where backer came hoff (ignore around hem only);;;;;No;Yes;6;Repair;shell;manufacturing_issueANDmisuse;4;below;construction_failure;damagedandcontaminated
409;12/27/19;729504;1;EN;Australia;10;L;Orice jacket men;2015;2_Good;No;Down Loft;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
403;12/27/19;729596;1;EN;Australia;10;L;Biscay lt men;2018;2_Good;No;K Fleece;;;;;;;;;;;;;;insidecolar, ;;;;;;;;;;;;;;;No;Yes;3;50% Discount;shell;misuse;1;below;nofailure;damaged
418;12/30/19;729705;1;EN;Australia;10;M;Boreal ar jacket men;2013;2_Good;No;WBW 3L Membrane;cuffs, neck, ;;;;;;;;;;;;;;;;;neck, ;;;;all zippers, ;;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issueANDmisuse;6;above;fabric_failureANDconstruction_failure;contaminated
405;12/27/19;729773;1;EN;Australia;10;M;Tasman lt men;2013;2_Good;No;Down Loft;;;;;;;;;right arm, right front panel,;;;;;;;;;;;;;;;;;;;;No;Yes;6;50% Discount;shell;misuse;6;below;nofailure;damaged
452;1/9/20;730121;1;EN;Australia;10;L;Bering ar jacket men;2009;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;;let hand pocket, ;;;;;;;;;No;Yes;2;Repair;shell;manufacturing_issue;11;below;construction_failure;notmisused
420;12/31/19;730126;1;EN;Australia;10;M;Boreal sl jacket women;2008;2_Good;No;WBW 2L Membrane;;;;;;;;;;;;;;;;;;;;;;neck, ;all, ;;;;;;No;Yes;6;Replacement;shell;manufacturing_issue;11;below;construction_failure;notmisused
441;1/3/20;730130;1;EN;Australia;10;XL;Orice jacket men;2016;2_Good;Yes;Down Loft;;;;;;;;;;;;;;;;;;;main zipper;;;;;;;;;;No;Yes;3;Repair;shell;manufacturing_issue;4;below;construction_failure;notmisused
716;1/10/20;730152;1;EN;New Zealand;10;XL;Tasman sv men;2017;2_Good;No;Down Loft;;;;slight down leak;;;;;;;;;;;;;;;main zipper has teeth missing;;;;;;;;;;Yes;Yes;1003;Replacement;shell;manufacturing_issue;3;above;fabric_failureANDconstruction_failure;notmisused
715;1/9/20;730202;1;EN;New Zealand;10;L;Ionian ar jacket women;2002;1_Used;No;WBW 3L Membrane;right cuff, left cuff, ;;;;;;;;;;;;;;;;;;main zipper, ;;;pocket bgas, hood facing, laminated pocket, all zippers, lining at  cuffs, neck pad, hood cord tunnel,  ;all, ;neck, cuffs, ;;;;;No;Yes;1011;30% Discount;shell;manufacturing_issue;18;above;fabric_failureANDconstruction_failure;notmisused
402;12/27/19;730268;1;EN;Australia;10;S;Atlantis fl jacket women;2011;2_Good;No;WBW 3L Membrane;;lower back, ;;;;;;;;;;;;;;;;;;;;;all, ;;;;;;No;Yes;1003;Replacement;shell;manufacturing_issue;8;above;fabric_failureANDconstruction_failure;notmisused
758;1/22/20;730308;1;EN;New Zealand;2;XL;Atlantis ar jacket men;2012;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;;;;;;;;No;No;3;Replacement;shell;manufacturing_issue;8;above;construction_failure;notmisused
457;1/7/20;730455;1;EN;Australia;10;L;Red jacket men;2006;2_Good;No;WBW 3L Membrane;;;;;;;;;;;;;;;;;;;main zipper, ;;;cuffs lining, hood facing, all zippers, lam pocket, pocket bags, hem draw cord, ;end of powder skirt, ;neck, pocket bag donuts, ;;;;missing brim stay, ;No;Yes;11;30% Discount;shell;manufacturing_issue;14;above;construction_failure;notmisused
547;1/22/20;730539;1;EN;New Zealand;2;L;Atlantis ar jacket men;2014;1_Used;No;WBW 3L Membrane;neck, sleeves, ;;;;;;;;;;lower back, ;;;;;all over, ;;;;;;;;;;;;;No;Yes;1003;30% Discount;shell;manufacturing_issueANDmisuse;6;above;fabric_failure;damagedandcontaminated
